Script__SigEquipHitDetectScript log opened (PC)
464344:POP:8193:0:None:_SigEquipHitDetectScript..OnHit
464344:PUSH:8195:0:None:_SigEquipHitDetectScript..OnDying
464394:QUEUE_POP:8195:0:None:_SigEquipHitDetectScript..OnDying
464411:POP:8195:0:None:_SigEquipHitDetectScript..OnDying
469723:QUEUE_PUSH:8238:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
469723:QUEUE_PUSH:8240:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
469723:QUEUE_PUSH:8242:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
469724:PUSH:8238:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469729:QUEUE_PUSH:8238:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
469746:QUEUE_POP:8238:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469763:POP:8238:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469763:PUSH:8240:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469796:QUEUE_PUSH:8240:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
469814:QUEUE_POP:8240:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469831:POP:8240:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469831:PUSH:8242:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469864:QUEUE_PUSH:8244:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
469865:QUEUE_PUSH:8246:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
469866:QUEUE_PUSH:8242:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
469884:QUEUE_POP:8242:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469884:POP:8242:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469884:PUSH:8244:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469918:QUEUE_PUSH:8244:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
469936:QUEUE_POP:8244:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469936:POP:8244:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469936:PUSH:8246:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
469970:QUEUE_PUSH:8246:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
469986:QUEUE_POP:8246:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470003:POP:8246:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470019:QUEUE_PUSH:8251:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470019:QUEUE_PUSH:8253:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470020:PUSH:8251:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470037:QUEUE_PUSH:8251:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
470054:QUEUE_POP:8251:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470071:POP:8251:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470071:PUSH:8253:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470088:QUEUE_PUSH:8253:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
470105:QUEUE_POP:8253:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470105:POP:8253:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470172:QUEUE_PUSH:8256:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470172:QUEUE_PUSH:8258:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470174:PUSH:8256:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470174:PUSH:8258:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470190:QUEUE_PUSH:8256:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
470207:QUEUE_POP:8256:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470207:POP:8256:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470207:QUEUE_POP:8258:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470224:POP:8258:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470325:QUEUE_PUSH:8262:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470325:QUEUE_PUSH:8264:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470326:PUSH:8262:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470361:QUEUE_PUSH:8262:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
470378:QUEUE_POP:8262:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470395:POP:8262:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470395:PUSH:8264:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470430:QUEUE_PUSH:8264:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
470447:QUEUE_POP:8264:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470464:POP:8264:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470479:QUEUE_PUSH:8268:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470480:QUEUE_PUSH:8270:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470481:PUSH:8268:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470481:PUSH:8270:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470515:QUEUE_PUSH:8268:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
470532:QUEUE_POP:8268:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470549:POP:8268:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470549:QUEUE_POP:8270:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470566:POP:8270:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470633:QUEUE_PUSH:8272:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470633:QUEUE_PUSH:8274:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470634:PUSH:8272:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470634:PUSH:8274:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470669:QUEUE_PUSH:8272:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
470686:QUEUE_POP:8272:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470703:POP:8272:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470703:QUEUE_POP:8274:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470720:POP:8274:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470786:QUEUE_PUSH:8278:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470787:QUEUE_PUSH:8280:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470788:PUSH:8278:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470788:PUSH:8280:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470822:QUEUE_PUSH:8278:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
470839:QUEUE_POP:8278:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470856:POP:8278:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470856:QUEUE_POP:8280:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470874:POP:8280:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470942:QUEUE_PUSH:8283:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470942:QUEUE_PUSH:8285:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
470944:PUSH:8283:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470944:PUSH:8285:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
470977:QUEUE_PUSH:8283:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
470994:QUEUE_POP:8283:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471011:POP:8283:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471011:QUEUE_POP:8285:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471028:POP:8285:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471796:QUEUE_PUSH:8287:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
471797:QUEUE_PUSH:8289:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
471798:PUSH:8287:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471816:PUSH:8289:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471833:QUEUE_PUSH:8287:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
471851:QUEUE_POP:8287:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471868:POP:8287:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471885:QUEUE_PUSH:8289:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
471903:QUEUE_POP:8289:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471920:POP:8289:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471952:QUEUE_PUSH:8293:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
471953:QUEUE_PUSH:8295:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
471954:PUSH:8293:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471954:PUSH:8295:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
471988:QUEUE_PUSH:8293:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
472006:QUEUE_POP:8293:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472023:POP:8293:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472023:QUEUE_POP:8295:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472040:POP:8295:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472106:QUEUE_PUSH:8297:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
472107:QUEUE_PUSH:8299:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
472108:PUSH:8297:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472108:PUSH:8299:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472142:QUEUE_PUSH:8297:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
472159:QUEUE_POP:8297:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472177:POP:8297:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472177:QUEUE_POP:8299:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472193:POP:8299:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472263:QUEUE_PUSH:8303:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
472263:QUEUE_PUSH:8305:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
472264:PUSH:8303:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472282:QUEUE_PUSH:8303:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
472299:QUEUE_POP:8303:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472315:POP:8303:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472315:PUSH:8305:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472349:QUEUE_PUSH:8305:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
472366:QUEUE_POP:8305:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
472383:POP:8305:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
473208:QUEUE_PUSH:8318:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
473223:PUSH:8318:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
473257:QUEUE_PUSH:8318:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
473273:QUEUE_POP:8318:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
473291:POP:8318:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
476102:QUEUE_PUSH:8322:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnUpdate
476102:PUSH:8322:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnUpdate
476105:QUEUE_PUSH:8324:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
476120:PUSH:8324:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
476155:QUEUE_PUSH:8324:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
476171:QUEUE_POP:8324:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
476171:POP:8324:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
476171:QUEUE_PUSH:8322:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdateGameTime
476188:QUEUE_POP:8322:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnUpdate
476189:POP:8322:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnUpdate
477424:QUEUE_PUSH:8335:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnUpdate
477424:PUSH:8335:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnUpdate
477476:QUEUE_PUSH:8335:1:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.RegisterForSingleUpdateGameTime
477492:QUEUE_POP:8335:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnUpdate
477510:POP:8335:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnUpdate
477787:QUEUE_PUSH:8338:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnHit
477801:PUSH:8338:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript..OnHit
477804:QUEUE_PUSH:8340:0:Active effect 2 on  (0004E1CB):_SigEquipHitDetectScript.??.OnDying
477818:QUEUE_POP:8338:0:None:_SigEquipHitDetectScript..OnHit
477818:POP:8338:0:None:_SigEquipHitDetectScript..OnHit
477818:PUSH:8340:0:None:_SigEquipHitDetectScript..OnDying
478932:QUEUE_POP:8340:0:None:_SigEquipHitDetectScript..OnDying
478948:POP:8340:0:None:_SigEquipHitDetectScript..OnDying
480986:QUEUE_PUSH:8378:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
480986:QUEUE_PUSH:8380:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
480987:PUSH:8378:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
480987:PUSH:8380:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481021:QUEUE_PUSH:8378:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
481037:QUEUE_POP:8378:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481054:POP:8378:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481055:QUEUE_POP:8380:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481071:POP:8380:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481138:QUEUE_PUSH:8382:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481139:QUEUE_PUSH:8384:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481140:PUSH:8382:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481174:QUEUE_PUSH:8382:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
481191:QUEUE_POP:8382:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481208:POP:8382:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481208:PUSH:8384:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481243:QUEUE_PUSH:8384:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
481260:QUEUE_POP:8384:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481277:POP:8384:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481446:QUEUE_PUSH:8387:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481446:QUEUE_PUSH:8389:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481447:QUEUE_PUSH:8391:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481448:PUSH:8387:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481448:PUSH:8389:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481465:PUSH:8391:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481482:QUEUE_PUSH:8387:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
481482:QUEUE_POP:8387:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481499:POP:8387:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481499:QUEUE_POP:8389:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481516:POP:8389:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481533:QUEUE_PUSH:8391:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
481550:QUEUE_POP:8391:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481566:POP:8391:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481599:QUEUE_PUSH:8393:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481600:QUEUE_PUSH:8395:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481601:PUSH:8393:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481618:PUSH:8395:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481635:QUEUE_PUSH:8393:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
481653:QUEUE_POP:8393:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481653:POP:8393:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481669:QUEUE_PUSH:8395:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
481686:QUEUE_POP:8395:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481704:POP:8395:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481753:QUEUE_PUSH:8397:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481754:QUEUE_PUSH:8399:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481755:PUSH:8397:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481755:PUSH:8399:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481772:QUEUE_PUSH:8397:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
481772:QUEUE_POP:8397:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481790:POP:8397:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481790:QUEUE_POP:8399:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481806:POP:8399:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481910:QUEUE_PUSH:8402:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481910:QUEUE_PUSH:8404:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
481912:PUSH:8402:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481946:QUEUE_PUSH:8402:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
481964:QUEUE_POP:8402:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481982:POP:8402:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
481982:PUSH:8404:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
482020:QUEUE_PUSH:8404:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
482035:QUEUE_POP:8404:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
482052:POP:8404:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
482758:QUEUE_PUSH:8410:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
482772:PUSH:8410:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
482790:QUEUE_PUSH:8410:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
482790:QUEUE_POP:8410:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
482806:POP:8410:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
483786:QUEUE_PUSH:8418:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnHit
483799:PUSH:8418:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
483815:QUEUE_PUSH:8418:1:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
483833:QUEUE_POP:8418:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
483849:POP:8418:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript..OnHit
483922:QUEUE_PUSH:8422:0:Active effect 2 on  (0004E1CD):_SigEquipHitDetectScript.??.OnDying
483936:PUSH:8422:0:None:_SigEquipHitDetectScript..OnDying
483988:QUEUE_POP:8422:0:None:_SigEquipHitDetectScript..OnDying
484005:POP:8422:0:None:_SigEquipHitDetectScript..OnDying
529500:QUEUE_PUSH:8682:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript.??.OnEffectStart
529500:QUEUE_PUSH:8683:0:Active effect 2 on  (0002E2FC):_SigEquipHitDetectScript.??.OnEffectStart
529500:QUEUE_PUSH:8684:0:Active effect 2 on  (0002E2FA):_SigEquipHitDetectScript.??.OnEffectStart
529500:QUEUE_PUSH:8685:0:Active effect 2 on  (0009165B):_SigEquipHitDetectScript.??.OnEffectStart
529500:QUEUE_PUSH:8686:0:Active effect 2 on  (00091657):_SigEquipHitDetectScript.??.OnEffectStart
529517:PUSH:8682:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript..OnEffectStart
529517:PUSH:8683:0:Active effect 2 on  (0002E2FC):_SigEquipHitDetectScript..OnEffectStart
529517:PUSH:8684:0:Active effect 2 on  (0002E2FA):_SigEquipHitDetectScript..OnEffectStart
529517:PUSH:8685:0:Active effect 2 on  (0009165B):_SigEquipHitDetectScript..OnEffectStart
529517:PUSH:8686:0:Active effect 2 on  (00091657):_SigEquipHitDetectScript..OnEffectStart
529517:QUEUE_POP:8682:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript..OnEffectStart
529517:POP:8682:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript..OnEffectStart
529518:QUEUE_POP:8683:0:Active effect 2 on  (0002E2FC):_SigEquipHitDetectScript..OnEffectStart
529518:QUEUE_POP:8684:0:Active effect 2 on  (0002E2FA):_SigEquipHitDetectScript..OnEffectStart
529518:QUEUE_POP:8685:0:Active effect 2 on  (0009165B):_SigEquipHitDetectScript..OnEffectStart
529518:QUEUE_POP:8686:0:Active effect 2 on  (00091657):_SigEquipHitDetectScript..OnEffectStart
529534:POP:8683:0:Active effect 2 on  (0002E2FC):_SigEquipHitDetectScript..OnEffectStart
529534:POP:8684:0:Active effect 2 on  (0002E2FA):_SigEquipHitDetectScript..OnEffectStart
529534:POP:8685:0:Active effect 2 on  (0009165B):_SigEquipHitDetectScript..OnEffectStart
529534:POP:8686:0:Active effect 2 on  (00091657):_SigEquipHitDetectScript..OnEffectStart
538834:QUEUE_PUSH:8748:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript.??.OnHit
538834:QUEUE_PUSH:8750:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript.??.OnHit
538835:PUSH:8748:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript..OnHit
538852:QUEUE_PUSH:8748:1:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript.??.RegisterForSingleUpdate
538869:QUEUE_POP:8748:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript..OnHit
538869:POP:8748:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript..OnHit
538869:PUSH:8750:0:Active effect 2 on  (0002E2FD):_SigEquipHitDetectScript..OnHit
